시군명,사업장명,인허가일자,영업상태명,폐업일자,다중이용업소여부,총시설규모(㎡),위생업종명,위생업태명,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
가평군,씨유 뉴현리맹호,20200327,영업,,N,,,편의점,경기도 가평군 조종면 운악청계로 156,경기도 가평군 조종면 현리 74-18번지 ,12435,37.8340759014,127.3447067686
가평군,씨유 청평역점,20110211,영업,,N,,,편의점,경기도 가평군 청평면 잠곡로 36,경기도 가평군 청평면 청평리 388-10번지,12453,37.7371028,127.4225919
가평군,세븐일레븐(가평설악방주점),20160831,영업,,N,,,편의점,경기도 가평군 설악면 유명로 1641-5,경기도 가평군 설악면 신천리 601번지,12467,37.6752273,127.4856186
가평군,GS25남이섬,20151209,영업,,N,,,편의점,"경기도 가평군 가평읍 북한강변로 1054, 1층","경기도 가평군 가평읍 달전리 113-4번지 , 1층",12422,37.8065694,127.5252959
가평군,지에스25가평터미널,20180831,영업,,N,,,편의점,"경기도 가평군 가평읍 가화로 50, 1층",경기도 가평군 가평읍 대곡리 169-1번지 ,12419,37.8243149,127.5157212
가평군,CU가평수성가든점,20191231,영업,,N,,,편의점,"경기도 가평군 상면 비룡로 2088, 1층",경기도 가평군 상면 태봉리 355-5번지 ,12442,37.7972616333,127.3341218934
가평군,GS25 대성리점,20130426,영업,,N,,,편의점,경기도 가평군 청평면 경춘로 89,경기도 가평군 청평면 대성리 399-25번지,12457,37.6839428,127.3782382
가평군,바이더웨이 가평설악점,20090917,영업,,N,,,편의점,경기도 가평군 설악면 신천중앙로 114,경기도 가평군 설악면 신천리 432-6번지,12465,37.6777268,127.4912459
가평군,이마트24 가평현리점,20190624,영업,,N,,,편의점,"경기도 가평군 조종면 청군로 1229, 1층",경기도 가평군 조종면 현리 477-117번지 백운종합마트 ,12438,37.8144793,127.3495414
가평군,지에스25 가평신상리점,20190828,영업,,N,,,편의점,"경기도 가평군 조종면 운악청계로 348, 1층",경기도 가평군 조종면 신상리 131-1번지 ,12434,37.8464541636,127.3554286442
가평군,이마트24 유명산점,20190605,영업,,N,,,편의점,"경기도 가평군 설악면 유명산길 27, 1층",경기도 가평군 설악면 가일리 193-25번지 ,12473,37.5992917863,127.4927484539
가평군,세븐일레븐 조종현리점,20190906,영업,,N,,,편의점,"경기도 가평군 조종면 조종희망로 39, 1층",경기도 가평군 조종면 현리 278-2번지 ,12437,37.8201176601,127.3500675869
가평군,씨유설악신천점,20190904,영업,,N,,,편의점,경기도 가평군 설악면 신천중앙로 166,경기도 가평군 설악면 신천리 570-1번지 ,12465,37.6783616897,127.4858656306
가평군,이마트24 뮤직빌리지점,20190315,영업,,N,,,편의점,"경기도 가평군 가평읍 석봉로 73-1, 1층",경기도 가평군 가평읍 대곡리 145-4번지 1층 ,12416,37.8218694,127.5124901
가평군,이마트24청평대성점,20151110,영업,,N,,,편의점,경기도 가평군 청평면 청평중앙로 9-1,경기도 가평군 청평면 청평리 440-3번지,12452,37.7361347,127.4160860
가평군,씨유현리청군로점,20181210,영업,,N,,,편의점,"경기도 가평군 조종면 청군로 1185, 1층",경기도 가평군 조종면 현리 477-266번지 1층 ,12438,37.8110138,127.3515125
가평군,씨유현리희망로점,20190404,영업,,N,,,편의점,"경기도 가평군 조종면 조종희망로 5, 1층",경기도 가평군 조종면 현리 412-7번지 1층 ,12437,37.8182287,127.3490365
가평군,세븐일레븐가평도대리점,20190130,영업,,N,,,편의점,"경기도 가평군 북면 가화로 2463, 1층",경기도 가평군 북면 도대리 399-1번지 1층 ,12401,37.9597444,127.4719086
가평군,GS25가평조종점,20170504,영업,,N,,,편의점,"경기도 가평군 조종면 현창로 25, 1층",경기도 가평군 조종면 현리 410-18번지,12438,37.8169239,127.3485080
가평군,이마트24 가평가화로점,20190305,영업,,N,,,편의점,"경기도 가평군 가평읍 가화로 228, 1층",경기도 가평군 가평읍 읍내리 764-1번지 ,12412,37.8386491,127.5073003
가평군,씨유 가평읍내점,20100507,영업,,N,,,편의점,경기도 가평군 가평읍 가화로 132,경기도 가평군 가평읍 읍내리 446-5번지,12412,37.8313177,127.5130549
가평군,씨유가평대로점,20190109,영업,,N,,,편의점,"경기도 가평군 가평읍 가화로 160, A동 1층 101호 (정명빌라)",경기도 가평군 가평읍 읍내리 626-13번지 정명빌라 A동 1층 101호 ,12412,37.8336121,127.5116735
가평군,GS25가평상천휴게소점,20160106,영업,,N,,,편의점,경기도 가평군 청평면 경춘로 1551,경기도 가평군 청평면 상천리 142-1번지,12449,37.7873513,127.4628930
가평군,GS25청평대교점,20170803,영업,,N,,,편의점,경기도 가평군 청평면 경춘로 660,경기도 가평군 청평면 청평리 701-16번지,12454,37.7279130,127.4097562
가평군,지에스(GS)25 가평중앙점,20100429,영업,,N,,,편의점,경기도 가평군 가평읍 석봉로 209 (외 1필지),경기도 가평군 가평읍 읍내리 637-6번지 외 1필지,12414,37.8337309,127.5091866
가평군,세븐일레븐 설악유명산점,20200228,영업,,N,,,편의점,"경기도 가평군 설악면 유명로 809, 1층",경기도 가평군 설악면 방일리 378-1번지 나그네쉼터 ,12472,37.6173451951,127.4910546337
가평군,후마트,20200413,영업,,N,,,편의점,"경기도 가평군 가평읍 가화로 321, A동 1층","경기도 가평군 가평읍 마장리 800-13번지 외2필지, 1층 A동 ",12409,37.8467875412,127.5055354009
가평군,세븐일레븐남이섬점,20200501,영업,,N,,,편의점,"경기도 가평군 가평읍 북한강변로 1037, 1동 1층",경기도 가평군 가평읍 달전리 110-1번지 외1필지 1동 1층 ,12422,37.8052252820,127.5251053851
가평군,미니스톱청평청구점,20151229,영업,,N,,,편의점,"경기도 가평군 청평면 경춘로 807-12, 청평청구아파트 상가동 1층 102호",경기도 가평군 청평면 청평리 470-37번지 청평청구아파트 상가동 1층 102호,12451,37.7384368,127.4173127
가평군,GS25경춘대성,20160121,영업,,N,,,편의점,경기도 가평군 청평면 경춘로 30,경기도 가평군 청평면 대성리 621-4번지,12457,37.6783872,127.3771787
가평군,캠프(CAMP)할인마트,20200403,영업,,N,,,편의점,"경기도 가평군 조종면 운악청계로 168, 1층",경기도 가평군 조종면 현리 74-7번지 외 1필지(74-8) ,12435,37.8346997384,127.3453194196
가평군,씨유 대성리점,20110601,영업,,N,,,편의점,경기도 가평군 청평면 경춘로 84,경기도 가평군 청평면 대성리 399-77번지,12457,37.6832210,127.3785633
가평군,지에스(GS)25청평제일점,20200317,영업,,N,,,편의점,"경기도 가평군 청평면 청평중앙로72번길 3-1, 1층",경기도 가평군 청평면 청평리 316-4번지 외3필지 (1층) ,12452,37.7391319459,127.4220361860
가평군,씨유 켄싱턴리조트청평점,20110322,영업,,N,,,편의점,"경기도 가평군 상면 청군로 430, 지하1층",경기도 가평군 상면 덕현리 402-10번지 지하1층 ,12446,37.7598549,127.3955416
가평군,씨유 가평터미널점,20110411,영업,,N,,,편의점,경기도 가평군 가평읍 가화로 56 (외 1필지),경기도 가평군 가평읍 대곡리 167-4번지 외 1필지,12419,37.8248467,127.5156568
가평군,씨유 가평점,20110307,영업,,N,,,편의점,경기도 가평군 가평읍 연인1길 1,경기도 가평군 가평읍 읍내리 476-7번지,12418,37.8292882,127.5136089
가평군,씨유청평점,20200327,영업,,N,,,편의점,"경기도 가평군 청평면 경춘로 886, 1층",경기도 가평군 청평면 청평리 328-8번지 1층 ,12452,37.7422099929,127.4241917088
가평군,이마트24 가평읍내,20181016,폐업,20200116,N,,,편의점,"경기도 가평군 가평읍 중앙로 29, 1층",경기도 가평군 가평읍 읍내리 360-2번지 1층 ,12419,37.8271829392,127.5150255536
가평군,GS25남이섬점,20161013,폐업,20161017,N,,,편의점,,경기도 가평군 가평읍 달전리 24번지 인근,,37.8165452,127.5287959
가평군,파란스포츠 편의점,20110706,폐업,20130312,N,,,편의점,경기도 가평군 청평면 경춘로 1151 (외 1필지),경기도 가평군 청평면 상천리 1156-1번지 외 1필지,12449,37.7623277,127.4403927
가평군,CU 현리 맹호점,20181011,폐업,20200331,N,,,편의점,경기도 가평군 조종면 운악청계로 168,경기도 가평군 조종면 현리 74-7번지 ,12435,37.8346997384,127.3453194196
가평군,세븐일레븐 가평자라섬점,20181005,폐업,20181014,N,,,편의점,,경기도 가평군 가평읍 달전리 24번지 자라섬,,37.8165452,127.5287959
가평군,미니스톱 현리점,20141212,폐업,20161125,N,,,편의점,경기도 가평군 조종면 현창로38번길 4,경기도 가평군 조종면 현리 409-11번지,12437,37.8183196,127.3487644
가평군,GS25편의점,20151023,폐업,20151026,N,,,편의점,,경기도 가평군 가평읍 달전리 24번지 인근,,37.8165452,127.5287959
가평군,미니스톱 청평중앙점,20120830,폐업,20171204,N,,,편의점,경기도 가평군 청평면 잠곡로 16,경기도 가평군 청평면 청평리 413-6번지,12453,37.7367683,127.4203665
가평군,미니스톱 가평수목원점,20141024,폐업,20160128,N,,,편의점,경기도 가평군 상면 수목원로 40,경기도 가평군 상면 임초리 377-4번지,12447,37.7700993,127.3701723
고양시,GS25 장항 마이다스,20170222,영업,,N,,,편의점,"경기도 고양시 일산동구 중앙로 1305-30, 101호 일부호 (장항동, 일산마이다스 오피스텔)",경기도 고양시 일산동구 장항동 775-1번지 ,10401,37.6615423,126.7697682
고양시,세븐일레븐 고양삼송점,20181108,영업,,N,,,편의점,"경기도 고양시 덕양구 원흥5로 4, 1층 101(일부)호 (삼송동)",경기도 고양시 덕양구 삼송동 345-1번지 1층 101(일부)호 ,10564,37.6471357,126.8759739
고양시,미니스톱중산하늘점,20150226,영업,,N,,,편의점,"경기도 고양시 일산동구 중산로 99, 101호 일부호 (중산동, 하늘마을상가동)",경기도 고양시 일산동구 중산동 1680번지 ,10355,37.6804097552,126.7797077041
고양시,GS25일산시티,20170420,영업,,N,,,편의점,"경기도 고양시 일산서구 원일로 121 (일산동, 1층편의점내 일부 )",경기도 고양시 일산서구 일산동 576-31번지 1층편의점내 일부,10340,37.6851590,126.7756235
고양시,GS25고양성석점,20161018,영업,,N,,,편의점,"경기도 고양시 일산동구 성현로 201, 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 491-2번지 1층 일부호,10252,37.7088498,126.8084044
고양시,미니스톱식사블루밍점,20160302,영업,,N,,,편의점,"경기도 고양시 일산동구 위시티3로 73, 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 1574번지 1층 일부호,10324,37.6746576,126.8135379
고양시,GS25 일산백석점,20170706,영업,,N,,,편의점,"경기도 고양시 일산동구 장백로 20, 상가108(일부)호 (백석동, 백석역 동문굿모닝힐 102동)",경기도 고양시 일산동구 백석동 1302번지,10449,37.6406055,126.7897406
고양시,이마트24 일산대화마을점,20170413,영업,,N,,,편의점,"경기도 고양시 일산서구 대화2로 137, 1층 107 일부호 (대화동, 대화마을 상가동)",경기도 고양시 일산서구 대화동 2570번지 대화마을 상가동 107호 일부,10217,37.6737693,126.7361895
고양시,지에스25백석효성점,20170110,영업,,N,,,편의점,"경기도 고양시 일산동구 일산로 30, 1층 일부호 (백석동, 효성 레제스오피스텔)",경기도 고양시 일산동구 백석동 1309-1번지 ,10449,37.6414923,126.7868715
고양시,CU탄현휴먼빌점,20181019,영업,,N,,,편의점,"경기도 고양시 일산서구 원일로21번길 19, 충만빌딩 1층 일부호 (일산동)",경기도 고양시 일산서구 일산동 967-20번지 충만빌딩 1층일부,10348,37.6880110,126.7644589
고양시,세븐일레븐 대화레포츠공원점,20160908,영업,,N,,,편의점,"경기도 고양시 일산서구 대화로 153, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 762-7번지 1층 일부 ,10218,37.6718754165,126.7366286444
고양시,GS25 마두으뜸,20170825,영업,,N,,,편의점,"경기도 고양시 일산동구 정발산로196번길 7-2, 1층 일부호 (마두동)",경기도 고양시 일산동구 마두동 882-7번지,10412,37.6628282,126.7873990
고양시,세븐일레븐 일산주엽고점,20171128,영업,,N,,,편의점,"경기도 고양시 일산서구 강성로214번길 16-18, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2173-6번지 1층 일부 ,10377,37.6749812736,126.7543662148
고양시,GS장항호수,20161026,영업,,N,,,편의점,"경기도 고양시 일산동구 노루목로 78, 1층 103호 일부호 (장항동, 호수마을 상가동)",경기도 고양시 일산동구 장항동 877번지 호수마을 상가동 1층 103호 일부호,10423,37.6469678,126.7759892
고양시,GS25 덕이송윤,20180418,영업,,N,,,편의점,"경기도 고양시 일산서구 덕산로 314, 1(좌측)층 일부호 (덕이동)",경기도 고양시 일산서구 덕이동 1044-16번지 ,10212,37.6961249,126.7373793
고양시,GS25주엽고점,20170802,영업,,N,,,편의점,"경기도 고양시 일산서구 대산로211번길 29, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2148-14번지 1층 일부,10377,37.6768186,126.7545421
고양시,미니스톱 일산본점,20130820,영업,,N,,,편의점,"경기도 고양시 일산서구 대산로 214, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2126-1번지 1층일부,10370,37.6785131,126.7548766
고양시,씨유 일산은마길점,20180529,영업,,N,,,편의점,"경기도 고양시 일산동구 은마길 67, A동 1층 일부호 (설문동)",경기도 고양시 일산동구 설문동 494-10번지,10252,37.7142087,126.8072903
고양시,GS25가좌으뜸점,20170309,영업,,N,,,편의점,"경기도 고양시 일산서구 가좌2로 20, 112(일부)호 (가좌동, 가좌마을 상가동 )",경기도 고양시 일산서구 가좌동 1086번지 112호일부,10211,37.6894332,126.7228799
고양시,GS25 장항레이크,20170110,영업,,N,,,편의점,"경기도 고양시 일산동구 호수로 640, 청원레이크빌 1층 101호 일부호 (장항동)",경기도 고양시 일산동구 장항동 753번지 청원레이크빌 ,10401,37.6591319122,126.7673279209
고양시,지에스25 일산탑점(GS25),20160624,영업,,N,,,편의점,"경기도 고양시 일산서구 원일로58번길 1, 1층 일부호 (일산동)",경기도 고양시 일산서구 일산동 962-7번지 1층 일부호,10350,37.6868161925,126.7688556774
고양시,씨유 내유희망점,20171122,영업,,N,,,편의점,"경기도 고양시 덕양구 내유길 81, 1(일부)층 (내유동)",경기도 고양시 덕양구 내유동 239-3번지 1층 일부,10264,37.7212357,126.8567244
고양시,세븐일레븐 고양초교점,20161028,영업,,N,,,편의점,"경기도 고양시 덕양구 혜음로 17-18, 1(일부)층 (고양동, 성신피스빌)",경기도 고양시 덕양구 고양동 240-15번지 성신피스빌 1(일부)호,10275,37.7024069,126.9006111
고양시,GS25 덕이사랑점,20170630,영업,,N,,,편의점,"경기도 고양시 일산서구 하이파크3로 61, 101(일부)호 (덕이동, 하이파크시티 일산밀리에4단지 상가-2)","경기도 고양시 일산서구 덕이동 1535번지 하이파크시티 일산밀리에4단지 상가-2, 101호일부 ",10235,37.6978021,126.7503449
고양시,GS25덕이대림,20171019,영업,,N,,,편의점,"경기도 고양시 일산서구 장자길 117, 101동 1층 102 일부호 (덕이동, 대림하이츠)",경기도 고양시 일산서구 덕이동 730-3번지 대림하이츠 101동 102일부호,10228,37.7004858,126.7415479
고양시,CU일산후곡점,20180807,영업,,N,,,편의점,"경기도 고양시 일산서구 일산로 576, 대성프라자 110(일부)호 (일산동)",경기도 고양시 일산서구 일산동 1065-1번지 대성프라자 110 일부호 ,10374,37.6794875807,126.7642708822
고양시,GS25 일산하늘,20180419,영업,,N,,,편의점,"경기도 고양시 일산동구 하늘마을로 92, 하늘마을2단지 상가동 101(일부)호 (중산동)",경기도 고양시 일산동구 중산동 1700번지 하늘마을2단지,10310,37.6815155,126.7832073
고양시,GS25덕이한소망,20170822,영업,,N,,,편의점,"경기도 고양시 일산서구 하이파크로 143, 1(일부)층 (덕이동)",경기도 고양시 일산서구 덕이동 338-38번지 1층일부,10231,37.7035450,126.7564034
고양시,지에스25 일산삼익,20180820,영업,,N,,,편의점,"경기도 고양시 일산서구 산현로 14, 1층 일부(111)호 (일산동)",경기도 고양시 일산서구 일산동 2103번지 1층 일부호(111호),10348,37.6891797,126.7632081
고양시,GS25원당대림,20170207,영업,,N,,,편의점,"경기도 고양시 덕양구 호국로 859, 1층 103(일부)호 (성사동, 원당 e-편한세상 상가 나동)",경기도 고양시 덕양구 성사동 869번지 원당 e-편한세상 상가 나동 103호(일부) ,10294,37.6609659,126.8396163
고양시,씨유중산동신점,20170619,영업,,N,,,편의점,"경기도 고양시 일산동구 탄중로431번길 3, 1층 일부호 (중산동)",경기도 고양시 일산동구 중산동 1579번지 1층 일부호 ,10338,37.6869843178,126.7784069126
고양시,CU고양문봉점,20170222,영업,,N,,,편의점,"경기도 고양시 일산동구 성현로 321, 1층 일부호 (문봉동)",경기도 고양시 일산동구 문봉동 164-4번지 외 1필지 1층 일부호,10257,37.7032906,126.8194864
고양시,GS25(지에스25) 일산삼성점,20160729,영업,,N,,,편의점,"경기도 고양시 일산서구 산현로132번길 43-26, 1층 일부호 (일산동)",경기도 고양시 일산서구 일산동 1898번지 1층 일부호,10339,37.6894307,126.7762340
고양시,세븐일레븐 일산서구청점,20161006,영업,,N,,,편의점,"경기도 고양시 일산서구 중앙로 1542, 1층 110 일부호 (대화동, 신동아노블타워)",경기도 고양시 일산서구 대화동 2199번지 1층 110호 일부 ,10380,37.6753452441,126.7506431142
고양시,GS25(지에스) 탄현3단지점,20171031,영업,,N,,,편의점,"경기도 고양시 일산서구 일현로 92, 103,104(편의점 내 일부)호 (탄현동, 탄현마을 상가동)","경기도 고양시 일산서구 탄현동 1484번지 탄현마을3단지, 탄현마을상가동 103,104호 일부(편의점 내 일부)",10243,37.6944908,126.7654019
고양시,미니스톱 일산주엽점,20151013,영업,,N,,,편의점,"경기도 고양시 일산서구 중앙로 1376 (주엽동, 강선마을 상가 A-1-6호 일부)",경기도 고양시 일산서구 주엽동 75번지 강선마을 상가 A-1-6호 일부,10366,37.6673210,126.7670186
고양시,GS25지영로점,20170418,영업,,N,,,편의점,"경기도 고양시 일산동구 지영로 58, 1층 일부호 (지영동)",경기도 고양시 일산동구 지영동 375-16번지 1층 일부호,10256,37.7065674,126.8235948
고양시,GS25일산충의점,20170601,영업,,N,,,편의점,"경기도 고양시 일산서구 일청로 98, 101(일부)호 (일산동, 홍선빌라트)","경기도 고양시 일산서구 일산동 1729번지 홍선빌라트, 101호일부",10339,37.6918523,126.7751836
고양시,세븐일레븐 화정사랑점,20181116,영업,,N,,,편의점,"경기도 고양시 덕양구 은빛로29번길 15-22, 1(일부)층 (화정동)",경기도 고양시 덕양구 화정동 923-19번지 1(일부)층 ,10476,37.6389956,126.8300113
고양시,GS25자이베스트,20161024,영업,,N,,,편의점,"경기도 고양시 일산동구 위시티2로11번길 45, 1층 116-2호 일부호 (식사동, 위시티일산자이 주상복합 상가동)",경기도 고양시 일산동구 식사동 1528번지 위시티일산자이 주상복합 상가동 1층 116-2호 일부호 ,10323,37.6784584,126.8127347
고양시,CU일산백송마을5단지점,20180222,영업,,N,,,편의점,"경기도 고양시 일산동구 강촌로 118, 백송마을 상가동  1층 101(일부)호 (백석동)",경기도 고양시 일산동구 백석동 1190번지 백송마을5단지 ,10419,37.6508270338,126.7872411265
고양시,세븐일레븐(대화역점),20080609,영업,,N,,,편의점,"경기도 고양시 일산서구 중앙로 1573 (대화동,킨텍스프라자 102호(일부))",경기도 고양시 일산서구 대화동 2220-1번지 킨텍스프라자 102호(일부) ,10381,37.6759530164,126.7470082329
고양시,GS25 대화명성점,20160908,영업,,N,,,편의점,"경기도 고양시 일산서구 대화로 124, 105 일부호 (대화동, 명성프라자)",경기도 고양시 일산서구 대화동 863-16번지 명성프라자 105호 일부,10222,37.6698820,126.7343558
고양시,CU삼송로얄점,20141229,영업,,N,,,편의점,"경기도 고양시 덕양구 세솔로 110, 1층 일부호 (삼송동)",경기도 고양시 덕양구 삼송동 301-1번지 (1층 일부) ,10557,37.6536343307,126.8872609694
고양시,이마트24 (일산에이스점),20170516,영업,,N,,,편의점,"경기도 고양시 일산서구 고봉로329번길 9-8, 1(일부)층 (일산동, 위드미편의점 내 일부 )","경기도 고양시 일산서구 일산동 583-15번지 외1필지, 1층일부 ",10339,37.6885475150,126.7760667081
고양시,GS25 대화트루아점,20170920,영업,,N,,,편의점,"경기도 고양시 일산서구 중앙로 1557, 1층 103 일부호 (대화동, 삼운트루아오피스텔)",경기도 고양시 일산서구 대화동 2223번지 삼운트루아오피스텔 103호 일부 ,10381,37.6751302030,126.7485967828
고양시,GS25백마2단지점,20161226,영업,,N,,,편의점,"경기도 고양시 일산동구 일산로 205, 1층 15호 (마두동, 백마마을 분산상가동)",경기도 고양시 일산동구 마두동 739번지 백마마을 분산상가동 1층 15호,10416,37.6539913,126.7882971
고양시,GS25 설문대로점,20170928,영업,,N,,,편의점,"경기도 고양시 일산동구 고봉로 684, 2동 1층 일부호 (설문동)",경기도 고양시 일산동구 설문동 738-10번지 ,10251,37.7177097619,126.7895652945
고양시,GS25 탄현제니스,20170630,영업,,N,,,편의점,"경기도 고양시 일산서구 일현로 97-11, 182(일부)호 (탄현동, 일산 두산위브더제니스 판매시설)","경기도 고양시 일산서구 탄현동 1640번지 일산 두산위브더제니스 판매시설, 182호일부",10242,37.6940982,126.7628408
고양시,GS25 일산주은,20170324,영업,,N,,,편의점,"경기도 고양시 일산서구 일청로91번길 59, 지하104(일부)호 (일산동)","경기도 고양시 일산서구 일산동 1997번지 탄현1차 주은아파트 상가동, 지하104호일부",10347,37.6906010,126.7710945
고양시,세븐일레븐(일산백석2호점),20030307,영업,,N,,,편의점,"경기도 고양시 일산동구 장백로 56 (백석동,크리스탈빌딩 101호)",경기도 고양시 일산동구 백석동 1331-1번지 크리스탈빌딩 101호 ,10447,37.6429685219,126.7867980942
고양시,미니스톱 성석로드점,20170309,영업,,N,,,편의점,"경기도 고양시 일산동구 성석로 331, 라동 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 973-16번지,10328,37.7049868,126.7938201
고양시,이마트24풍동빌라지점,20171220,영업,,N,,,편의점,"경기도 고양시 일산동구 고풍로 190, 풍동에르메스 109동 지하1층 일부호 (풍동)",경기도 고양시 일산동구 풍동 605-5번지 ,10302,37.6747992466,126.7958999176
고양시,GS25 성석중앙,20170508,영업,,N,,,편의점,"경기도 고양시 일산동구 고봉로658번길 96, 1동 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 1227-166번지,10250,37.7125702,126.7923472
고양시,지에스(GS)25 백석호수점,20180910,영업,,N,,,편의점,"경기도 고양시 일산동구 호수로446번길 74-2, 1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1416번지,10424,37.6463014,126.7809088
고양시,GS25탄현대림점,20171108,영업,,N,,,편의점,"경기도 고양시 일산서구 탄현로6번길 7, 1층 일부호 (탄현동)",경기도 고양시 일산서구 탄현동 1593-14번지 1층 일부호,10345,37.6929843,126.7735134
고양시,GS25 원흥역점,20170123,영업,,N,,,편의점,"경기도 고양시 덕양구 삼송로 8, 109호 (원흥동, 한일골드타워)",경기도 고양시 덕양구 원흥동 629번지 한일골드타워 109호,10564,37.6496843,126.8749271
고양시,CU벽제통일로점,20180727,영업,,N,,,편의점,"경기도 고양시 덕양구 통일로 794, 1층 일부호 (관산동)",경기도 고양시 덕양구 관산동 231-28번지 ,10286,37.6887094051,126.8627517984
고양시,GS25 일산금호점,20170227,영업,,N,,,편의점,"경기도 고양시 일산서구 일산로 562, 116(일부)호 (일산동, 신일산연합상가)","경기도 고양시 일산서구 일산동 1064-3번지 외2필지, 신일산연합상가, 116호일부",10374,37.6788778,126.7657124
고양시,GS25(일산동국중앙점),20170306,영업,,N,,,편의점,"경기도 고양시 일산동구 동국로 30, 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 662-9번지 1층 일부호 ,10325,37.6766845,126.8077856
고양시,미니스톱밤가시점,20020618,영업,,N,,,편의점,"경기도 고양시 일산동구 일산로441번길 10, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1147-7번지 1층 일부호,10359,37.6729089873,126.7772138074
고양시,이마트24덕이로드점,20180611,영업,,N,,,편의점,"경기도 고양시 일산서구 장자길 112, 1층 일부호 (덕이동)",경기도 고양시 일산서구 덕이동 728번지 1층 이마트24 일부호,10228,37.7002345,126.7419910
고양시,씨유원흥사랑점,20160329,영업,,N,,,편의점,"경기도 고양시 덕양구 삼원안길 45, 1(일부)층 (원흥동)",경기도 고양시 덕양구 원흥동 735-1번지,10551,37.6361322,126.8735115
고양시,이마트24 일산주엽초교점,20160311,영업,,N,,,편의점,"경기도 고양시 일산서구 강선로 33 (주엽동, 강선마을 분산상가 101호)",경기도 고양시 일산서구 주엽동 101번지 강선마을 분산상가 101호,10385,37.6679040,126.7612364
고양시,GS25 대화건영,20170427,영업,,N,,,편의점,"경기도 고양시 일산서구 성저로46번길 89, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2072-7번지 1층 일부,10368,37.6851011,126.7557729
고양시,GS25 강선마을,20170328,영업,,N,,,편의점,"경기도 고양시 일산서구 대산로 123, 1층 101일부호 (주엽동, 현대프라자)",경기도 고양시 일산서구 주엽동 30-2번지 현대프라자 101일부호,10388,37.6741524,126.7635738
고양시,GS25 일산제니스점,20170808,영업,,N,,,편의점,"경기도 고양시 일산서구 일현로 97-11, 205(일부)호 (탄현동, 일산 두산위브더제니스 판매시설)",경기도 고양시 일산서구 탄현동 1640번지 일산 두산위브더제니스 판매시설 205호,10242,37.6940982,126.7628408
고양시,GS25 고양센타점,20180614,영업,,N,,,편의점,"경기도 고양시 일산동구 사리현로 101-8, 3동 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 2-14번지,10315,37.6904320,126.8301755
고양시,GS25대화행복점,20180821,영업,,N,,,편의점,"경기도 고양시 일산서구 호수로856번길 34-2, 1층일부호 (대화동)",경기도 고양시 일산서구 대화동 2276번지 1층일부,10383,37.6717700,126.7488009
고양시,GS25 대화신우점,20170105,영업,,N,,,편의점,"경기도 고양시 일산서구 킨텍스로 283, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2283-4번지 1층 일부,10383,37.6704064,126.7515485
고양시,GS25일산현대,20170210,영업,,N,,,편의점,"경기도 고양시 일산서구 일중로55번길 50, 1(일부)층 (일산동)",경기도 고양시 일산서구 일산동 640-33번지 1층일부,10341,37.6851263,126.7726874
고양시,GS25 풍동위브점,20170908,영업,,N,,,편의점,"경기도 고양시 일산동구 숲속마을1로48번길 48-1, 1층 일부호 (풍동)",경기도 고양시 일산동구 풍동 1297-3번지 ,10308,37.6659951,126.8001292
고양시,GS25식사국제점,20170217,영업,,N,,,편의점,"경기도 고양시 일산동구 동국로 173, 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 733-4번지 1층 일부호,10320,37.6854057,126.8077061
고양시,세븐일레븐일산주엽점,20030123,영업,,N,,,편의점,"경기도 고양시 일산서구 강성로 147 (주엽동,동문시티프라자 104,105호)","경기도 고양시 일산서구 주엽동 18-1번지 동문시티프라자 104,105호 ",10387,37.6717770287,126.7593648793
고양시,GS25고양문봉,20180511,영업,,N,,,편의점,"경기도 고양시 일산동구 문봉길62번길 32-1, 1층 일부호 (문봉동)",경기도 고양시 일산동구 문봉동 217번지,10257,37.7066559,126.8167338
고양시,세븐일레븐일산마두점,20030123,영업,,N,,,편의점,"경기도 고양시 일산동구 강석로 141, 1층 일부호 (마두동)",경기도 고양시 일산동구 마두동 800번지 마두파킹프라자 1층 일부호,10414,37.6532085913,126.7780731156
고양시,씨유대화53블럭점,20170613,영업,,N,,,편의점,"경기도 고양시 일산서구 호수로856번길 56-38, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2267번지 1층 일부,10383,37.6725198,126.7497165
고양시,CU항공대점,20180720,영업,,N,,,편의점,"경기도 고양시 덕양구 화랑로 28, 1(일부)층 (화전동)",경기도 고양시 덕양구 화전동 203-71번지 1(일부)층 ,10540,37.6011624745,126.8708656750
